id	gen	cc	fam	dam	sire	dam.age	sire.age	wean.age	mf.ratio	dob	cage	sex	batch	cpp.date	cpp.mo	cpp.age	cpp.box	d1.weight	d1.fb	d2.weight	d2.fb	d3.weight	d3.fb	d4.weight	d4.fb	d5.weight	d5.fb	d8.weight	d8.fb	cpp1.1	cpp1.2	cpp1.3	cpp1.4	cpp1.5	cpp1.6	cpp1.t	cpp1.p	cpp8.1	cpp8.2	cpp8.3	cpp8.4	cpp8.5	cpp8.6	cpp8.t	cpp8.p	sc1.1	sc1.2	sc1.3	sc1.4	sc1.5	sc1.6	sc1.t	sc8.1	sc8.2	sc8.3	sc8.4	sc8.5	sc8.6	sc8.t	act1.1	act1.2	act1.3	act1.4	act1.5	act1.6	act1.t	act2.1	act2.2	act2.3	act2.4	act2.5	act2.6	act2.t	act3.1	act3.2	act3.3	act3.4	act3.5	act3.6	act3.t	act4.1	act4.2	act4.3	act4.4	act4.5	act4.6	act4.t	act5.1	act5.2	act5.3	act5.4	act5.5	act5.6	act5.t	act8.1	act8.2	act8.3	act8.4	act8.5	act8.6	act8.t	cpp.diff.p	cpp.diff1	cpp.diff2	cpp.diff3	cpp.diff4	cpp.diff5	cpp.diff6	cpp.diff	sens1	sens2	sens3	sens4	sens5	sens6	sens	wild	wild.binary	comerr1	comerr2	comerr3	comerr4	comerr5	comerr8	rm.act4	ppi.date	ppi.mo	ppi.weight	ppi.age	ppi.box	ppi3	ppi6	ppi12	avg.ppi	startle	habituation	sum.nostim	ppi3.logit	ppi6.logit	ppi12.logit	glu.date	glu.mo	glu.age	glu.weight	glucose	rip.date	rip.mo	rip.age	rip.weight	brain	coat	deaf	gen50	gen51	gen52	gen53	gen54	gen55	gen56	batch1	batch2	batch3	batch4	batch5	batch6	batch7	batch8	batch9	batch10	batch11	batch12	batch13	batch14	batch15	batch16	batch17	batch18	batch19	batch20	batch21	batch22	cpp.box1	cpp.box2	cpp.box3	cpp.box4	cpp.box5	cpp.box6	cpp.box7	cpp.box8	cpp.box9	cpp.box10	cpp.box11	cpp.box12	ppi.box1	ppi.box2	ppi.box3	ppi.box4	ppi.box5	coat1	coat2	coat3	tail
54319	55	AGR	BrF54-60	52181	51926	78	131	22	NA	3/30/2014	TestF55-43	F	19	5/26/2014	May	57	10	21.2	5	20.8	0	20.7	5	21	0	20.8	5	22.1	8	167.6	200.8	172.6	214.4	144.1	190.2	1089.7	0.605388889	213.2	189.4	203	187.5	174.6	164.9	1132.6	0.629222222	23	28	34	35	24	33	177	27	26	30	26	28	22	159	1923	2301	2145	2054	1907	1580	11910	455	482	573	557	662	672	3401	287	232	269	207	106	86	1187	593	700	526	613	699	510	3641	349	249	273	258	264	160	1553	1429	1275	1286	1264	1033	1062	7349	0.023833333	45.6	-11.4	30.4	-26.9	30.5	-25.3	42.9	138	218	-47	56	37	-162	240	0	0	0	0	0	0	0	0	0	6/9/2014	Jun	23.3	71	3	10.53880783	17.98453815	20.7294883	16.41761143	49.5	-0.166666667	296	-0.928843196	-0.658996445	-0.58252308	6/16/2014	Jun	78	23.3	99	6/23/2014	Jun	85	24.7	n	A	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	7.6
54320	55	AGL	BrF54-93	51899	52024	158	136	21	0.5	4/10/2014	TestF55-44	M	20	6/16/2014	Jun	67	5	33	3	34.9	1	35	5	35.2	0	35.3	5	35.8	2	145	117.1	134.8	150.4	151.6	112.7	811.6	0.450888889	160.2	159.5	158.2	142.6	162	155.5	938	0.521111111	33	36	32	31	34	32	198	44	39	38	36	29	26	212	2461	2155	1865	1737	1700	1445	11363	529	549	592	335	315	270	2590	545	204	267	166	196	216	1594	661	731	730	651	691	584	4048	545	395	266	237	233	174	1850	2871	2133	1959	1809	1870	1482	12124	0.070222222	15.2	42.4	23.4	-7.8	10.4	42.8	126.4	132	182	138	316	376	314	1458	0	0	0	0	0	0	0	0	0	6/30/2014	Jun	36.5	81	1	63.28205128	67.58974359	75.03962704	68.63714064	43.29166667	-9.833333333	43	0.236402137	0.319198332	0.478039597	7/7/2014	Jul	88	35.5	175	7/14/2014	Jul	95	36.1	n	A	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	8.9
54323	55	WL	BrF54-65	52151	51678	79	207	22	NA	3/30/2014	TestF55-43	F	19	5/26/2014	May	57	11	25	5	23.7	0	23.2	2	22.1	1	21.7	3	23.5	2	132.6	162.8	178.7	180.9	218.7	164.5	1038.2	0.576777778	197.5	174.3	200.8	200.8	184.4	181.8	1139.6	0.633111111	39	43	83	100	104	163	532	58	47	64	59	34	38	300	1808	2040	1930	1867	1486	1984	11115	379	259	308	300	390	250	1886	318	170	203	184	169	128	1172	528	496	419	397	393	310	2543	238	269	245	191	191	78	1212	2542	2331	2519	2645	1684	1714	13435	0.056333333	64.9	11.5	22.1	19.9	-34.3	17.3	101.4	149	237	111	97	3	60	657	0	0	0	0	0	0	0	0	0	6/9/2014	Jun	23.4	71	4	55.71756602	69.34813114	79.52927669	68.19832462	120.0833333	-8.833333333	33	0.099760653	0.354577803	0.589393844	6/16/2014	Jun	78	25.4	76	6/23/2014	Jun	85	25.7	y	W	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	8.8
54324	55	BR	BrF54-99	52143	51780	92	219	20	0.8	4/11/2014	TestF55-44	M	20	6/16/2014	Jun	66	6	29.4	4	30.2	0	31.6	7	30.9	1	30.2	4	30.4	3	141.3	200.1	127.2	159.2	111	179.7	918.5	0.510277778	181.1	197.9	173.5	142.4	194.4	179.6	1068.9	0.593833333	34	19	26	14	13	10	116	51	38	26	26	29	17	187	2309	1457	1964	974	1069	1192	8965	349	203	194	209	205	176	1336	324	171	127	91	116	99	928	337	297	273	228	289	275	1699	403	203	164	145	168	145	1228	3236	2119	1490	1417	1566	1289	11117	0.083555556	39.8	-2.2	46.3	-16.8	83.4	-0.1	150.4	-12	94	79	19	84	99	363	0	0	0	0	0	0	0	0	0	6/30/2014	Jun	31.3	80	2	55.32113761	69.74045956	77.0018989	67.35449869	131.9166667	-65	33	0.092788996	0.362622477	0.524809456	7/7/2014	Jul	87	30.1	114	7/15/2014	Jul	95	31.4	n	B	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	8.3
54327	55	AGR	BrF54-93	51899	52024	158	136	21	0.5	4/10/2014	TestF55-45	F	20	6/16/2014	Jun	67	7	20.8	4	21.1	0	21	2	20.1	0	20.1	3	21.4	2	151.5	167.9	173.8	148.9	164.9	136	943	0.523888889	179.7	141.6	158.2	205	170.5	159.4	1014.4	0.563555556	37	34	28	22	27	13	161	42	35	31	29	31	21	189	1313	1170	1028	749	830	714	5804	435	395	501	335	312	342	2320	416	249	240	79	202	261	1447	556	505	469	390	384	284	2588	449	316	311	303	339	286	2004	1406	1168	1007	1083	975	810	6449	0.039666667	28.2	-26.3	-15.6	56.1	5.6	23.4	71.4	121	110	-32	55	72	-58	268	0	0	0	0	0	0	0	0	0	6/30/2014	Jun	21.1	81	3	16.51300874	16.43574282	21.74303296	18.23059484	57.75	-5.166666667	357	-0.703792599	-0.70623122	-0.556202888	7/7/2014	Jul	88	21.2	101	7/16/2014	Jul	97	21.9	n	A	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	8.1
54330	55	BR	BrF54-53	52095	51762	174	221	NA	0.363636364	4/15/2014	TestF55-52	M	20	6/16/2014	Jun	62	1	25.8	1	26.6	1	26.7	6	27.3	0	26.7	5	26.9	3	148.5	134.3	124.3	134.7	145.5	120.3	807.6	0.448666667	163.9	162.2	113.6	157.4	134.2	154.3	885.6	0.492	39	39	33	26	29	14	180	53	43	44	44	32	27	243	2691	2250	1937	1927	2186	1230	12221	746	598	480	438	314	354	2930	568	351	244	344	360	270	2137	803	629	410	206	365	402	2815	500	358	201	385	237	284	1965	3571	2540	2471	2574	2067	2163	15386	0.043333333	15.4	27.9	-10.7	22.7	-11.3	34	78	57	31	-70	-232	51	48	-115	0	0	0	0	0	0	0	0	0	6/30/2014	Jun	26.9	76	1	68.43049327	71.57122047	81.96224044	73.98798473	55.75	-29.33333333	50	0.335981874	0.400980208	0.657431228	7/7/2014	Jul	83	28.4	134	8/3/2014	Jul	110	28.6	n	B	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	7.8
54331	55	WL	BrF54-99	52143	51780	92	219	20	0.8	4/11/2014	TestF55-45	F	20	6/16/2014	Jun	66	8	23.2	3	23.3	0	23.2	3	23.5	0	23	2	23.7	4	158.6	216.5	179.3	178.3	161.8	195.4	1089.9	0.6055	204.1	197.7	162.7	177.7	130.4	175.6	1048.2	0.582333333	38	35	36	46	26	39	220	60	40	35	29	28	28	220	2014	1577	1585	1405	1100	1247	8928	389	402	319	354	413	377	2254	356	219	180	212	159	60	1186	593	605	711	699	651	754	4013	398	208	201	281	309	59	1456	2440	2038	1797	1260	1366	1339	10240	-0.023166667	45.5	-18.8	-16.6	-0.6	-31.4	-19.8	-41.7	204	203	392	345	238	377	1759	0	0	0	0	0	0	0	0	0	6/30/2014	Jun	24.8	80	4	72.09070478	90.02708465	93.4576154	85.19180161	86.25	24	22	0.412130402	0.955551054	1.154878625	7/7/2014	Jul	87	23.8	105	7/17/2014	Jul	97	25	y	W	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	7.9
54332	55	AGL	BrF54-92	51931	54191	145	142	22	0.5	4/13/2014	TestF55-52	M	20	6/16/2014	Jun	64	2	30.5	8	31.3	3	32.6	7	33.2	3	33.1	11	34	12	127.1	157	125.3	160.3	153	176.7	899.4	0.499666667	152.6	138.3	145.5	169.3	149.9	174.3	929.9	0.516611111	20	28	23	26	22	27	146	28	29	27	31	27	40	182	1689	1837	1969	2052	1827	1961	11335	288	324	328	299	295	256	1790	367	255	174	130	153	145	1224	423	471	401	346	373	429	2443	367	253	206	222	157	126	1331	2272	2403	2051	1891	1827	1815	12259	0.016944444	25.5	-18.7	20.2	9	-3.1	-2.4	30.5	135	147	73	47	78	173	653	0	0	0	0	0	0	0	0	0	6/30/2014	Jun	32.9	78	2	12.63679619	44.25455987	67.99762094	41.629659	19.70833333	0.666666667	78	-0.839691571	-0.100251323	0.327311453	7/7/2014	Jul	85	32.5	91	8/4/2014	Jul	113	34	y	A	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	8.1
54335	55	BR	BrF54-53	52095	51762	174	221	NA	0.363636364	4/15/2014	TestF55-53	F	20	6/16/2014	Jun	62	3	20.2	5	20.1	0	19.9	5	20.2	0	19.8	1	20.8	7	164.1	164	147	153.1	151.7	153.6	933.5	0.518611111	184.2	219.6	205.3	185.5	190.3	188.8	1173.7	0.652055556	31	40	33	30	25	35	194	57	44	40	36	40	30	247	1586	1686	1299	1201	1102	1502	8376	637	463	465	424	495	486	2970	532	432	394	287	279	194	2118	856	835	780	849	766	701	4787	577	451	374	374	345	268	2389	2470	1858	1556	1579	1496	1280	10239	0.133444444	20.1	55.6	58.3	32.4	38.6	35.2	240.2	219	372	315	425	271	215	1817	0	0	0	0	0	0	0	0	0	6/30/2014	Jun	21.9	76	3	17.44458341	16.12928126	31.61853937	21.73080135	79.125	-2.5	404	-0.675084971	-0.71599535	-0.334996569	7/7/2014	Jul	83	22.2	98	8/5/2014	Jul	112	21.3	y	B	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	8.4
54336	55	BR	BrF54-94	51939	52020	145	139	22	0.636363636	4/13/2014	TestF55-46	M	20	6/16/2014	Jun	64	9	27.9	6	28.8	0	29.3	5	29.9	0	29.5	5	30.6	4	149.3	157.7	134.9	167.4	136	151.8	897.1	0.498388889	197.7	196.6	179.2	207.9	189.1	182	1152.5	0.640277778	32	27	24	23	34	31	171	34	37	34	29	36	25	195	2032	1841	1451	1823	1982	2095	11224	418	336	373	467	434	558	2586	NA	NA	NA	NA	NA	NA	NA	505	628	548	616	540	421	3258	NA	NA	NA	NA	NA	NA	NA	2553	2247	2005	1832	1988	1250	11875	0.141888889	48.4	38.9	44.3	40.5	53.1	30.2	255.4	87	292	175	149	106	-137	672	0	0	0	0	6.9	0	6.9	0	0	6/30/2014	Jun	33	78	1	0.876232202	12.50821468	27.05366922	13.47937203	12.20833333	-12.83333333	49	-1.995635195	-0.844771952	-0.430777276	7/7/2014	Jul	85	34.4	120	7/18/2014	Jul	96	37.4	y	B	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	8.3
54339	55	WR	BrF54-92	51931	54191	145	142	22	0.5	4/13/2014	TestF55-53	F	20	6/16/2014	Jun	64	4	24	2	24.3	0	24.8	4	25	0	24.4	5	25.3	5	126.9	151.5	114.9	110.4	111.4	119.8	734.9	0.408277778	188.6	165.8	160.4	128.4	151	203.8	998	0.554444444	60	34	42	32	30	32	230	39	36	30	26	26	20	177	3027	2542	2379	2148	2321	1889	14306	542	542	466	375	316	404	2645	501	318	297	239	243	160	1758	550	417	419	261	275	232	2154	332	251	287	291	302	185	1648	2793	2469	1997	2250	2184	1617	13310	0.146166667	61.7	14.3	45.5	18	39.6	84	263.1	8	-125	-47	-114	-41	-172	-491	0	0	0	0	0	0	0	0	0	6/30/2014	Jun	27.5	78	4	34.13252147	67.61892324	70.32909987	57.36018153	67.58333333	-48.83333333	51	-0.285502666	0.319776965	0.374804337	7/7/2014	Jul	85	27.5	97	8/6/2014	Jul	115	29.8	n	W	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	8.2
54340	55	AGR	BrF54-96	51869	51692	172	220	22	0.363636364	4/13/2014	TestF55-46	M	20	6/16/2014	Jun	64	10	27	7	27.6	0	27.9	3	28.9	1	28.9	3	30.4	4	155.8	148.6	129.2	158.1	117.4	134.8	843.9	0.468833333	174.6	159.5	134.2	130.8	135.6	100.5	835.2	0.464	37	32	23	18	20	23	153	35	24	26	21	19	12	137	2492	2305	1544	1860	1398	1616	11215	377	383	369	409	394	352	2284	NA	NA	NA	NA	NA	NA	NA	459	484	547	576	652	523	3241	NA	NA	NA	NA	NA	NA	NA	2339	1677	1671	1677	1562	1127	10053	-0.004833333	18.8	10.9	5	-27.3	18.2	-34.3	-8.7	82	101	178	167	258	171	957	0	0	0	0	6.9	0	6.9	0	0	6/30/2014	Jun	31.1	78	2	55.47922604	67.39125544	80.46535173	67.77861107	74	13.66666667	33	0.095567688	0.315269468	0.614803318	7/7/2014	Jul	85	31.4	127	7/19/2014	Jul	97	31.3	n	A	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	8.5
54343	55	BR	BrF54-94	51939	52020	145	139	22	0.636363636	4/13/2014	TestF55-47	F	20	6/16/2014	Jun	64	1	21.5	7	21.7	1	21.7	5	21.5	1	21.2	6	21.5	1	148.9	172.9	178.4	143.4	152.7	192.5	988.8	0.549333333	171.2	250.1	139.7	151.2	158.8	153.7	1024.7	0.569277778	25	26	17	28	20	19	135	25	12	10	18	25	13	103	1339	1165	1168	997	973	865	6507	210	153	103	129	168	195	958	239	184	150	175	197	224	1169	370	135	26	134	140	188	993	211	203	124	185	193	106	1022	1266	822	1053	1054	1353	973	6521	0.019944444	22.3	77.2	-38.7	7.8	6.1	-38.8	35.9	160	-18	-77	5	-28	-7	35	0	0	0	0	0	0	0	0	0	6/30/2014	Jun	23.3	78	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7/7/2014	Jul	85	24.1	95	7/22/2014	Jul	100	24.6	n	B	NA	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	7.8
54346	55	AGL	BrF54-87	51895	52148	167	98	20	0.333333333	4/17/2014	TestF55-46	M	20	6/16/2014	Jun	60	11	28.5	7	28.7	0	29.4	8	29	0	28.8	6	29.5	4	156.7	195.5	213.6	201	193.2	107.4	1067.4	0.593	178.1	183.4	212.9	183.1	223.2	139.1	1119.8	0.622111111	29	30	36	24	34	19	172	31	29	21	23	26	18	148	1755	1341	1254	1385	1370	1361	8466	287	434	358	384	388	417	2268	NA	NA	NA	NA	NA	NA	NA	418	462	337	399	376	319	2311	NA	NA	NA	NA	NA	NA	NA	1810	1669	1386	1318	1332	1147	8662	0.029111111	21.4	-12.1	-0.7	-17.9	30	31.7	52.4	131	28	-21	15	-12	-98	43	0	0	0	0	6.9	0	6.9	0	0	6/30/2014	Jun	30.4	74	3	24.88266046	41.44306718	40.76527443	35.69700069	71.66666667	-3.666666667	364	-0.479843385	-0.150126431	-0.16228601	7/7/2014	Jul	81	30.9	143	7/20/2014	Jul	94	32.2	n	A	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	7.9
54347	55	WR	BrF54-96	51869	51692	172	220	22	0.363636364	4/13/2014	TestF55-47	F	20	6/16/2014	Jun	64	2	20.5	1	21.2	1	21	4	20.7	0	20.3	3	21.5	0	155.7	108.1	159.9	146	146.5	116.3	832.5	0.4625	170.9	188	176.8	207.2	120.1	105.5	968.5	0.538055556	32	20	34	59	59	50	254	117	36	42	45	56	36	332	2326	1129	1710	2297	2313	1491	11266	575	280	318	494	391	308	2366	380	406	361	321	282	301	2051	637	155	184	289	160	119	1544	384	217	293	224	233	131	1482	3982	2520	2738	2032	2617	1740	15629	0.075555556	15.2	79.9	16.9	61.2	-26.4	-10.8	136	62	-125	-134	-205	-231	-189	-822	0	0	0	0	0	0	0	0	0	6/30/2014	Jun	22.8	78	2	56.40140937	54.67519248	80.80490669	63.96050285	50.95833333	-42.16666667	33	0.111817506	0.081454352	0.624247505	7/7/2014	Jul	85	22.4	91	7/23/2014	Jul	101	24	n	W	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	8.1
54350	55	WR	BrF54-98	51983	51674	146	225	21	0.5	4/16/2014	TestF55-46	M	20	6/16/2014	Jun	61	12	32.5	9	33.5	0	34.1	6	34.7	0	35.1	6	35.5	4	121.1	131.9	154.6	150.4	102.1	145.4	805.5	0.4475	169.6	142.3	167.1	173.5	139.5	167.6	959.6	0.533111111	40	39	27	24	26	15	171	49	35	33	31	39	17	204	2816	2590	2244	2034	1960	1522	13166	360	380	347	327	373	282	2069	NA	NA	NA	NA	NA	NA	NA	649	491	411	398	454	351	2754	NA	NA	NA	NA	NA	NA	NA	2346	1653	1472	1444	1392	1004	9311	0.085611111	48.5	10.4	12.5	23.1	37.4	22.2	154.1	289	111	64	71	81	69	685	0	0	0	0	6.9	0	6.9	0	0	6/30/2014	Jun	37.2	75	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7/7/2014	Jul	82	37.3	117	7/21/2014	Jul	96	37.2	n	W	NA	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	8.5
54352	55	WR	BrF54-89	51827	51740	184	105	20	0.75	4/24/2014	TestF55-48	M	20	6/16/2014	Jun	53	5	24.4	5	25.8	0	26.1	7	26.5	0	25.9	3	27	5	144.3	132.5	169.8	183.6	132	167.1	929.3	0.516277778	138.3	178.8	205.9	161.3	91.6	121.4	897.3	0.4985	26	34	28	30	20	26	164	40	31	28	55	28	15	197	1916	2063	1890	1735	1931	1526	11061	415	270	247	184	178	97	1391	266	144	104	138	133	149	934	329	308	200	227	244	256	1564	188	193	148	279	192	83	1083	2455	1892	2015	2099	1397	961	10819	-0.017777778	-6	46.3	36.1	-22.3	-40.4	-45.7	-32	-86	38	-47	43	66	159	173	0	0	0	0	0	0	0	0	0	6/30/2014	Jun	28.3	67	1	70.78863	82.3523697	90.64136401	81.2607879	69.125	32	44	0.384411582	0.668989703	0.986113877	7/7/2014	Jul	74	27.4	90	7/26/2014	Jul	93	30.1	n	W	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	8.7
54353	55	AGR	BrF54-87	51895	52148	167	98	20	0.333333333	4/17/2014	TestF55-47	F	20	6/16/2014	Jun	60	3	20.1	2	19.7	0	20.6	6	21.1	0	20.5	2	21.5	5	178.2	161.2	142.7	157.7	98.6	129.2	867.6	0.482	203.9	212.6	196.2	218.6	161	164.2	1156.5	0.6425	21	23	22	19	16	21	122	27	26	30	23	33	34	173	1373	1213	1141	1045	1167	1218	7157	531	533	495	572	503	428	3062	322	289	401	355	368	218	1953	520	508	361	600	540	412	2941	269	265	261	364	343	344	1846	1644	1366	1389	1128	1255	1387	8169	0.1605	25.7	51.4	53.5	60.9	62.4	35	288.9	-11	-25	-134	28	37	-16	-121	0	0	0	0	0	0	0	0	0	6/30/2014	Jun	22.8	74	3	8.353067379	12.26951647	16.32643148	12.31633844	66.41666667	0.333333333	403	-1.040271949	-0.854323075	-0.709697021	7/7/2014	Jul	81	22.6	97	7/24/2014	Jul	98	22.6	y	A	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	7.8
54357	55	WL	BrF54-98	51983	51674	146	225	21	0.5	4/16/2014	TestF55-47	F	20	6/16/2014	Jun	61	4	19.4	6	19.4	0	19.9	3	20.1	2	20.2	4	20.8	3	150.7	169.8	174	174.6	173.5	162.8	1005.4	0.558555556	154.4	150.4	183.3	150.4	162.5	133.1	934.1	0.518944444	29	39	22	25	20	20	155	43	40	26	34	29	25	197	2720	2359	2168	1938	1591	1381	12157	534	674	632	539	624	449	3452	522	381	402	364	322	209	2200	721	569	457	449	595	490	3281	505	607	583	507	424	324	2950	3489	3093	2564	2516	2142	2486	16290	-0.039611111	3.7	-19.4	9.3	-24.2	-11	-29.7	-71.3	187	-105	-175	-90	-29	41	-171	0	0	0	0	0	0	0	0	0	6/30/2014	Jun	22	75	4	46.50991725	64.88585315	77.58675949	62.99417663	58.70833333	-2.833333333	21	-0.060727703	0.266667898	0.539282962	7/7/2014	Jul	82	22.6	73	7/25/2014	Jul	100	22.4	n	W	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	8
54359	55	WR	BrF54-89	51827	51740	184	105	20	0.75	4/24/2014	TestF55-49	F	20	6/16/2014	Jun	53	7	19.1	3	19.1	0	19.3	3	21.4	5	21.5	8	22.4	4	121.5	189	132	112	142.3	107.6	804.4	0.446888889	166.9	177.1	186	179.5	178.3	144.3	1032.1	0.573388889	39	30	27	18	29	39	182	57	41	49	53	28	31	259	961	1129	1011	685	929	1165	5880	325	285	313	350	263	243	1779	300	105	176	174	138	171	1064	455	388	342	299	256	270	2010	264	164	196	176	159	187	1146	1764	1240	1084	1205	830	923	7046	0.1265	45.4	-11.9	54	67.5	36	36.7	227.7	130	103	29	-51	-7	27	231	0	0	0	0	0	0	0	0	0	6/30/2014	Jun	22.8	67	3	-1.915653094	5.979199718	21.70104001	8.588195546	92	-43.66666667	413	-1.995635195	-1.196580883	-0.557275446	7/7/2014	Jul	74	22.3	85	7/28/2014	Jul	95	23.3	y	W	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	8.2
54360	55	AGR	BrF54-62	51973	52006	159	155	20	NA	4/28/2014	TestF55-48	M	20	6/16/2014	Jun	49	6	25.2	4	26	0	26.2	5	27	0	26.9	5	27.6	9	134.6	130.2	112.9	147	142	117.6	784.3	0.435722222	169.8	143.3	144	119.8	158.5	144.9	880.3	0.489055556	30	28	28	26	29	30	171	43	27	25	27	32	17	171	2046	1908	1813	2127	2133	1696	11723	413	417	331	364	400	353	2278	333	338	384	396	329	231	2011	452	462	321	390	353	339	2317	423	405	306	435	467	311	2347	2681	2173	1749	1982	2077	1425	12087	0.053333333	35.2	13.1	31.1	-27.2	16.5	27.3	96	39	45	-10	26	-47	-14	39	0	0	0	0	0	0	0	0	0	6/30/2014	Jun	29.9	63	2	57	74.375	70.69642857	67.35714286	29.41666667	-45.33333333	30	0.1224064	0.462763105	0.382476921	7/7/2014	Jul	70	29.3	115	7/27/2014	Jul	90	32.4	y	A	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	8.2
54363	55	AGR	BrF54-62	51973	52006	159	155	20	NA	4/28/2014	TestF55-49	F	20	6/16/2014	Jun	49	8	19.2	0	19.1	0	19.4	3	19.9	1	20	2	21.1	3	166.7	153.7	178.3	192.3	183.2	132.4	1006.6	0.559222222	196.4	155.4	207.2	201.8	189.8	204.5	1155.1	0.641722222	38	43	41	29	31	25	207	39	48	39	35	34	24	219	1785	1959	1848	1483	1329	1090	9494	337	374	348	348	294	254	1955	331	226	206	225	160	95	1243	555	460	400	398	373	498	2684	352	201	195	234	240	156	1378	1921	1752	1496	1479	1253	1117	9018	0.0825	29.7	1.7	28.9	9.5	6.6	72.1	148.5	218	86	52	50	79	244	729	0	0	0	0	0	0	0	0	0	6/30/2014	Jun	21.6	63	4	61.26460132	83.45263347	84.5612882	76.42617433	61.70833333	-43.66666667	23	0.199101581	0.702711159	0.73856053	7/7/2014	Jul	70	22	112	7/29/2014	Jul	92	23.5	n	A	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	7.5
