"id"	"cpp.diff"	"sens"	"cpp1.1"	"cpp1.2"	"cpp1.3"	"cpp1.4"	"cpp1.5"	"cpp1.6"	"cpp1.t"	"cpp1.p"	"cpp8.1"	"cpp8.2"	"cpp8.3"	"cpp8.4"	"cpp8.5"	"cpp8.6"	"cpp8.t"	"cpp8.p"	"sc1.1"	"sc1.2"	"sc1.3"	"sc1.4"	"sc1.5"	"sc1.6"	"sc1.t"	"sc8.1"	"sc8.2"	"sc8.3"	"sc8.4"	"sc8.5"	"sc8.6"	"sc8.t"	"act1.1"	"act1.2"	"act1.3"	"act1.4"	"act1.5"	"act1.6"	"act1.t"	"act2.1"	"act2.2"	"act2.3"	"act2.4"	"act2.5"	"act2.6"	"act2.t"	"act3.1"	"act3.2"	"act3.3"	"act3.4"	"act3.5"	"act3.6"	"act3.t"	"act4.1"	"act4.2"	"act4.3"	"act4.4"	"act4.5"	"act4.6"	"act4.t"	"act5.1"	"act5.2"	"act5.3"	"act5.4"	"act5.5"	"act5.6"	"act5.t"	"act8.1"	"act8.2"	"act8.3"	"act8.4"	"act8.5"	"act8.6"	"act8.t"	"ppi3"	"ppi6"	"ppi12"	"avg.ppi"	"startle"	"habituation"	"glucose"	"tail"	"wild"	"ppi3.logit"	"ppi6.logit"	"ppi12.logit"	"wild.binary"
54186	-0.084222222	545	152.1	162.3	144.8	171.9	81	173.1	885.2	0.491777778	130.4	109.2	126	125.6	129.6	112.8	733.6	0.407555556	34	25	20	25	13	27	144	22	19	17	20	22	20	120	2003	1799	1324	1775	955	1516	9372	339	355	440	409	366	408	2317	254	226	167	142	147	146	1082	383	595	581	432	441	430	2862	268	226	183	219	194	129	1219	1679	1435	1509	1175	1171	1083	8052	16.49647178	25.39471645	29.47128349	23.78749057	105.2083333	-2.333333333	140	NA	3	-2.78189190731561	-2.59415235075178	-2.52931913864371	1
54187	-0.085333333	661	178.3	155	199.9	177.8	168.7	181.2	1060.9	0.589388889	172.6	151.1	185.1	166.6	139.2	92.7	907.3	0.504055556	27	22	22	23	17	20	131	34	29	22	22	22	13	142	1793	1467	1218	1417	1164	1298	8357	377	311	273	357	317	265	1900	382	233	189	197	138	71	1210	448	447	383	422	475	386	2561	376	359	321	253	223	158	1690	2570	1974	1937	1566	1738	994	10779	15.44916184	27.81137396	28.56117813	23.94057131	69.58333333	-4.166666667	115	"8.3"	2	-2.81042360989576	-2.55456803991907	-2.54298171121701	1
54190	-0.071388889	214	162	172.4	218.5	119	72.3	198.7	942.9	0.523833333	178.9	183.8	156.4	140.8	103.1	51.4	814.4	0.452444444	35	32	23	26	14	20	150	39	25	30	23	21	12	150	2544	2279	1846	1761	1110	1588	11128	445	472	341	346	325	306	2235	486	369	181	215	119	85	1455	564	459	421	417	315	273	2449	371	251	224	166	100	63	1175	2079	1465	1704	1377	997	720	8342	33.36751367	60.57834245	68.40164786	54.11583466	83.75	-46.16666667	131	"8.4"	0	-2.47522459714286	-2.21504372900133	-2.16195258334713	0
54193	0.062055556	347	146.3	134.4	182.4	102.8	156.5	148.5	870.9	0.483833333	197.9	136.1	173	166.1	167.2	142.3	982.6	0.545888889	43	26	30	22	25	30	176	32	20	21	14	20	15	122	1595	1344	1286	1076	1214	1179	7694	541	584	537	457	523	388	3030	307	312	254	307	266	192	1638	492	707	655	556	567	400	3377	271	321	335	266	153	147	1493	2116	1508	1711	1442	1438	1315	9530	69.88917466	80.88753799	82.22375497	77.66682254	48.79166667	-20	77	"8"	0	-2.15254418367663	-2.08859119747863	-2.0814169998184	0
54194	-0.010888889	289	136	173.2	206.8	191.9	199.1	155.2	1062.2	0.590111111	149	143.4	196.6	178.1	200.8	174.7	1042.6	0.579222222	39	34	32	33	27	32	197	52	50	33	26	27	29	217	1749	1557	1692	1672	1362	1495	9527	304	552	415	374	370	399	2414	370	314	170	203	146	196	1399	449	492	482	394	439	447	2703	376	296	271	240	178	163	1524	2323	2397	1763	1506	1650	1626	11265	14.94990799	37.61398487	60.39460233	37.65283173	20.33333333	-15.83333333	88	"8.7"	0	-2.82471172815735	-2.42301401991193	-2.21637101726088	0
54196	0.133666667	1010	100.8	107.7	136.5	155.1	103.2	106.2	709.5	0.394166667	171.6	151.3	140.3	187.6	153.3	146	950.1	0.527833333	26	27	37	18	20	22	150	23	27	21	17	17	15	120	1960	1639	1643	1275	1250	1108	8875	373	285	216	177	247	279	1577	374	195	247	179	184	161	1340	309	409	565	560	388	356	2587	169	61	167	137	106	187	827	1469	1392	1516	1108	1050	964	7499	1.420849421	30.54826255	56.69498069	29.55469755	40.08333333	-71.33333333	124	"8.9"	0	-3.8473902342705	-2.5136847607352	-2.24398615025787	0
54198	-0.020666667	177	125.9	151.1	190.7	170.6	134.3	175.5	948.1	0.526722222	144.8	181.2	161.1	162	149.3	112.5	910.9	0.506055556	39	35	33	33	39	28	207	53	33	32	34	30	24	206	2338	1869	1620	1551	1399	1176	9953	545	421	407	434	405	335	2547	515	385	425	285	311	230	2151	579	490	431	441	420	363	2724	313	295	352	338	355	166	1819	2532	2005	1651	1458	1582	1378	10606	49.21975482	63.44352894	77.60173834	63.42167404	62.08333333	-50.5	89	"8.5"	0	-2.30571768930097	-2.19484857316469	-2.10674520470075	0
54199	0.1345	-82	135.2	140.3	148	193.9	135.5	117.9	870.8	0.483777778	210.6	188.6	193	211.1	131.7	177.9	1112.9	0.618277778	35	21	26	21	19	25	147	25	24	28	23	17	21	138	2129	1762	1746	1546	1496	1730	10409	385	352	453	517	571	576	2854	471	298	188	219	195	217	1588	490	538	454	448	483	359	2772	353	318	359	221	175	223	1649	2089	1889	1837	1451	1288	1682	10236	44.03661726	54.68352223	57.30950305	52.00988085	25.95833333	-26.66666667	88	"9.2"	0	-2.35426934005092	-2.25976212749279	-2.23927727804122	0
54201	0.105722222	335	129.7	127.2	141.7	117.8	118.1	156.7	791.2	0.439555556	154.8	178.8	149.9	187.3	152.5	158.2	981.5	0.545277778	24	21	22	20	24	27	138	19	27	29	19	22	27	143	2134	1623	1696	1503	1293	1853	10102	635	438	373	231	176	141	1994	567	356	232	250	264	266	1935	613	479	325	388	277	247	2329	322	275	305	222	280	206	1610	1842	1861	1639	1486	1156	1633	9617	16.61543174	40.38562942	70.69216379	42.56440832	84.08333333	-49	109	"7.6"	0	-2.77876617022922	-2.39201566730874	-2.14754770022133	0
54207	0.000555556	1996	171.8	160.1	127	164.4	153.9	149.5	926.7	0.514833333	162.9	165.6	146	181	155.8	116.4	927.7	0.515388889	33	30	23	15	22	26	149	33	35	16	14	29	11	138	1334	1171	910	828	951	895	6089	429	340	367	311	307	201	1955	629	408	423	283	244	257	2244	644	699	678	679	672	579	3951	407	328	282	266	171	166	1620	2124	1814	1149	1072	1125	811	8095	60.28139325	73.76718975	78.91859337	70.98905879	32.20833333	-12	90	"7.7"	0	-2.21719080833944	-2.12892121813859	-2.09937967734929	0
54209	-0.028388889	190	139.9	199.2	170.3	139.9	199.2	148.7	997.2	0.554	94.1	187.3	195.5	207.8	143.2	118.2	946.1	0.525611111	29	26	32	20	19	38	164	32	24	34	27	38	32	187	2801	1730	2352	1531	1006	2281	11701	417	275	277	227	189	236	1621	323	202	244	107	157	128	1161	211	297	269	309	354	371	1811	348	334	157	281	253	281	1654	1946	1583	2188	1670	2369	1737	11493	62.57550336	67.77837096	70.53538743	66.96308725	26.08333333	-14.16666667	89	"8"	0	-2.20086949018211	-2.1659552754578	-2.14851877623828	0
54213	0.120111111	329	147.6	108.5	144.7	150.1	103.2	115.8	769.9	0.427722222	209	174.4	162.2	180.5	126.5	133.5	986.1	0.547833333	32	35	29	40	37	31	204	47	41	41	40	32	23	224	2148	2032	1965	2184	2058	1813	12200	515	423	542	483	467	425	2855	446	285	321	266	225	181	1724	635	557	502	471	518	501	3184	362	358	308	248	297	285	1858	2652	2209	2113	1972	2053	1734	12733	56.85528757	81.24304267	82.65306122	73.58379716	23.20833333	-15	133	"8.4"	0	-2.24275289967366	-2.08667106873015	-2.07913656327061	0
54216	0.043833333	-197	122.5	170.9	130.8	162.8	137.2	164.8	889	0.493888889	147.9	185.7	174	131.6	161.3	167.4	967.9	0.537722222	37	32	31	24	21	27	172	44	28	31	26	25	23	177	2575	1821	2302	1950	1726	1525	11899	612	613	681	649	645	754	3954	511	255	227	258	165	233	1649	650	715	689	608	671	424	3757	475	324	252	273	295	161	1780	2888	2097	1917	1855	1863	1515	12135	69.46703635	84.74169392	88.37717427	80.86196818	74.16666667	9.833333333	169	"8.6"	0	-2.15519378625076	-2.06820689169786	-2.04980465563348	0
54217	0.100722222	1082	132.4	185.3	185.4	234.4	180.4	144.1	1062	0.59	204.8	197.5	203.9	196	173	268.1	1243.3	0.690722222	19	24	20	21	26	29	139	31	30	22	29	34	14	160	1132	1615	1538	1041	1201	1315	7842	596	727	494	518	475	434	3244	396	199	299	206	257	167	1524	580	771	744	702	816	713	4326	391	190	205	322	299	183	1590	1370	1370	1175	1339	1503	715	7472	13.98451771	20.72935089	51.28877066	28.66754642	101	36.33333333	116	"8.4"	0	-2.85374474178086	-2.68251309834755	-2.28774453565382	0
54220	0.076666667	-1464	85.5	156.4	147.6	166.6	171.1	138.5	865.7	0.480944444	205	176.1	168.5	145.2	182.8	126.1	1003.7	0.557611111	25	31	26	30	30	23	165	25	15	14	16	11	13	94	1907	2228	2252	2170	2069	1434	12060	434	474	331	307	420	300	2266	384	285	243	235	184	121	1452	337	245	110	67	20	23	802	345	283	288	256	211	166	1549	2124	1957	1630	1318	1158	1293	9480	43.57251444	65.00760109	71.69656431	60.09222661	69	-10.83333333	105	"9.1"	0	-2.3588909125476	-2.18420339917127	-2.14137669707086	0
54221	0.0515	308	131.8	165.7	156.8	144.4	158.9	175.3	932.9	0.518277778	190.2	186	163	148.8	197.5	140.1	1025.6	0.569777778	37	41	45	32	34	19	208	45	30	39	23	44	35	216	2298	2376	2828	1741	2158	1492	12893	477	457	466	437	415	281	2533	421	143	376	236	208	233	1617	388	505	505	539	440	464	2841	325	223	318	255	325	143	1589	2921	2121	2619	1345	2605	2491	14102	70.93029112	73.69463494	82.70554544	75.77682383	63.5	3	136	"8.2"	0	-2.14607681741955	-2.12935175952324	-2.07885857792169	0
54226	0.103722222	436	106.6	129.8	148.4	180	136.8	110	811.6	0.450888889	193.6	176	157.7	148.6	154.1	168.3	998.3	0.554611111	20	20	19	16	17	13	105	29	20	27	19	21	15	131	902	907	777	621	626	444	4277	344	312	348	374	338	377	2093	342	284	247	213	151	102	1339	471	434	442	430	445	307	2529	331	206	189	92	131	71	1020	1152	924	1089	711	676	619	5171	-0.163783585	4.740062569	10.50377254	5.026683842	35.16666667	-2.166666667	175	"8.3"	0	-3.99995656837923	-3.32401001847852	-2.97819827870685	0
54227	0.026388889	NA	114.7	156.3	168.3	159.1	136.2	174.1	908.7	0.504833333	170.3	183.3	172.9	144.3	131.6	153.8	956.2	0.531222222	33	38	22	30	31	25	179	31	42	26	29	27	22	177	2026	2019	1679	1838	1464	1656	10682	NA	NA	NA	NA	NA	NA	NA	402	240	231	218	202	133	1426	554	640	696	630	417	540	3477	289	162	278	215	141	227	1312	1955	2259	1736	1487	1252	1406	10095	61.14851485	77.63089109	85.70138614	74.82693069	48.29166667	5	113	"8.4"	0	-2.21095028751467	-2.10658080735182	-2.06327414921678	0
54229	0.041666667	NA	145.9	143.8	146.7	147.6	129	185.1	898.1	0.498944444	182.6	200.3	203.5	115.5	132.7	138.5	973.1	0.540611111	26	46	40	34	23	25	194	41	30	34	18	13	16	152	2451	2983	2342	2335	1704	1536	13351	NA	NA	NA	NA	NA	NA	NA	425	287	196	171	158	173	1410	564	746	611	678	701	628	3928	343	195	276	204	213	239	1470	2630	1920	1727	1371	1244	1155	10047	32.96473599	56.52715897	87.92634373	59.1394129	49.875	-27	119	"8.9"	0	-2.480516392936	-2.24528093331035	-2.05204550648334	0
54230	0.097777778	1356	144.5	154.3	149.6	187.2	164.4	121.2	921.2	0.511777778	180.4	214.1	190.6	182.5	193.5	136.1	1097.2	0.609555556	68	37	50	30	38	51	274	53	47	43	30	30	20	223	2745	1917	1504	1240	1346	1206	9958	339	277	200	83	103	98	1100	305	166	196	127	128	130	1052	451	443	408	421	352	381	2456	299	132	117	156	181	66	951	2190	1830	1353	1536	1251	777	8937	57.84883721	81.07235142	82.06287683	73.66135515	51.83333333	-4	118	"8.5"	0	-2.23518572812456	-2.08759195294457	-2.08227461295946	0
54233	0.198055556	NA	147.7	204.7	116.1	159.9	132.9	108.8	870.1	0.483388889	227.7	220.4	193.2	192	177.6	215.7	1226.6	0.681444444	44	24	22	26	20	14	150	28	25	16	21	26	15	131	1476	1460	1199	1134	850	982	7101	NA	NA	NA	NA	NA	NA	NA	444	300	325	223	154	148	1594	539	581	620	663	509	522	3434	446	320	227	318	264	223	1798	2096	2101	1469	1269	1341	1176	9452	18.61246349	32.00097371	39.04576436	29.88640052	53	-0.333333333	96	"7.9"	0	-2.7293870589428	-2.49344479387026	-2.40672701579314	0
54234	-0.082055556	1180	189.1	203.9	119.8	182	215.8	198.4	1109	0.616111111	158.1	145	179.3	135.6	167.3	176	961.3	0.534055556	39	48	41	39	34	28	229	54	46	38	33	38	24	233	2833	2828	2157	1763	1780	1575	12936	335	307	420	439	426	340	2267	352	211	199	233	163	216	1374	482	684	485	583	566	647	3447	369	227	203	197	136	192	1324	2960	1891	1932	1263	1742	1498	11286	51.55319149	85.2912234	89.50398936	75.44946809	54.54166667	5.833333333	139	"7.9"	0	-2.28549972603132	-2.06537561836887	-2.04425299797996	0
54237	0.032611111	NA	191.7	219.9	160.2	141.3	155.2	93.4	961.7	0.534277778	160.3	151.9	174	148.9	165.2	220.1	1020.4	0.566888889	29	24	28	29	23	15	148	26	25	20	24	19	11	125	1827	1454	1511	1263	1118	962	8135	NA	NA	NA	NA	NA	NA	NA	522	287	334	241	300	180	1864	653	707	747	717	681	588	4093	420	375	447	267	329	152	1990	2192	1775	1527	1530	1480	691	9195	45.08746656	57.16814159	62.08273307	54.77944707	22.91666667	-25.66666667	106	"7.6"	0	-2.34398161532757	-2.24035602070496	-2.20432454929713	0
54238	0.108	142	113.6	154	156.2	93.3	124.4	66.7	708.2	0.393444444	147.3	166.1	156.5	149	140.2	143.5	902.6	0.501444444	21	22	26	28	29	22	148	30	29	24	21	21	21	146	1738	1464	1306	1583	1495	1340	8926	592	588	649	641	776	647	3893	330	348	270	249	176	224	1597	624	774	638	747	662	590	4035	446	430	299	260	360	180	1975	2098	2003	1603	1471	1394	1536	10105	48.12016404	65.74241721	74.45914578	62.77390901	78.45833333	-64.66666667	82	"8"	0	-2.31557802432131	-2.17928974838309	-2.12483613174868	0
54240	0.034777778	-158	148.4	159.2	139.7	213.9	138	146.6	945.8	0.525444444	177.9	159.6	198	178.9	148.4	145.6	1008.4	0.560222222	25	28	28	22	25	25	153	48	43	19	34	29	24	197	1392	1556	1334	1180	1249	966	7677	526	715	696	726	537	562	3762	483	265	256	346	283	190	1823	571	787	652	609	554	431	3604	406	277	284	360	268	249	1844	2228	1573	1091	1573	1313	1067	8845	17.17341725	18.20235843	18.42617966	17.93398511	38	-5	127	"7.5"	0	-2.76439680502084	-2.73908109929454	-2.73376372168046	0
54243	0.030777778	304	138.1	123.9	148.2	94.3	123.2	174.5	802.2	0.445666667	168.5	135.4	138.9	130.9	142.7	141.2	857.6	0.476444444	16	18	24	26	33	29	146	34	29	30	18	18	16	145	1853	1780	1922	1941	2295	1957	11748	544	446	336	347	343	351	2367	397	308	153	165	162	120	1305	518	428	399	442	425	459	2671	328	184	251	233	276	177	1449	2103	1873	1780	885	1689	1715	10045	22.01846154	28.22153846	67.66461538	39.30153846	29.41666667	1.833333333	85	"7.2"	0	-2.65625572511328	-2.54819193636084	-2.16668975838926	0
54244	0.207333333	-540	57.1	116.5	106	137.1	148.6	103.5	668.8	0.371555556	129.8	146.2	169	210.8	186.5	199.7	1042	0.578888889	25	25	22	18	22	17	129	23	27	29	30	29	18	156	1204	1230	1260	979	1205	1040	6918	533	442	413	629	582	468	3067	450	381	394	214	354	179	1972	634	522	293	329	401	348	2527	381	329	279	185	279	191	1644	2003	1993	1994	1826	2062	1188	11066	61.82950877	86.69278422	91.35206352	79.95811884	105.1666667	-49.5	158	"8.6"	0	-2.20611064679775	-2.05823561432787	-2.03529603587004	0
54245	0.044444444	-380	145.1	174.5	146.3	145.7	116.7	148.3	876.6	0.487	154.5	184.1	169.1	153.7	161.8	133.4	956.6	0.531444444	22	24	21	13	14	17	111	33	23	24	16	17	11	124	2312	1951	2237	1682	1616	1487	11285	584	651	823	573	654	565	3850	356	337	295	271	253	149	1661	651	699	650	560	535	375	3470	318	339	365	229	299	122	1672	2325	1786	1980	1545	1599	1088	10323	47.7152698	63.58208955	69.73593571	60.34443169	31.66666667	-10.5	72	"8.2"	0	-2.31926540865238	-2.19389505258776	-2.15350416475231	0
54248	-0.002277778	832	162.9	185.6	188.2	166	164.8	207.7	1075.2	0.597333333	197.9	160.7	171.8	171	183.3	186.4	1071.1	0.595055556	25	23	28	25	20	24	145	27	34	28	34	44	39	206	2666	2296	2166	2039	1986	1686	12839	426	364	468	369	415	367	2409	449	327	260	248	165	144	1593	553	531	507	521	589	540	3241	329	347	350	287	285	250	1848	2162	2060	1770	1866	1631	1713	11202	70.11904762	76.23809524	78.07142857	74.80952381	31.625	-25	116	"8.6"	0	-2.15110803311426	-2.11450429874559	-2.10410396993538	0
54249	0.039277778	-707	158.3	182.6	154.1	159.6	153.9	183.6	992.1	0.551166667	177.6	192.3	174.2	159.8	194.9	164	1062.8	0.590444444	37	43	35	42	45	29	231	47	56	20	30	36	30	219	1259	1326	1131	1026	1122	822	6686	255	324	371	373	386	322	2031	394	220	287	296	246	140	1583	259	211	326	263	171	94	1324	289	202	161	159	143	149	1103	1574	1417	901	1203	1105	821	7021	16.66632601	22.3444047	32.83597343	23.94890138	51.25	-1	84	"8"	0	-2.77743571401784	-2.64985972038998	-2.48222170979672	0
54252	0.080555556	643	143.5	126.4	146.6	155.5	198.8	154.7	925.5	0.514166667	157	187.8	196.9	147.6	217.1	164.1	1070.5	0.594722222	16	16	22	17	14	21	106	30	33	28	26	16	18	151	1344	1052	1134	956	817	1047	6350	323	348	280	297	269	245	1762	364	306	286	237	248	228	1669	501	469	421	289	333	392	2405	346	328	208	245	280	236	1643	1729	1942	1472	1467	989	1219	8818	62.01388889	65.34722222	66.28472222	64.54861111	8.875	1.166666667	135	"8.6"	0	-2.20480941865808	-2.18192556153479	-2.17569826737864	0
54253	0.108611111	203	150.8	113.7	146	127.3	119	109.4	766.2	0.425666667	160.6	193.2	149.2	170.2	165.4	123.1	961.7	0.534277778	35	23	31	21	23	23	156	54	27	30	34	29	27	201	1643	1642	1558	1306	1221	1333	8703	687	677	597	559	511	541	3572	425	380	218	201	281	197	1702	809	669	615	546	556	580	3775	416	300	208	259	217	211	1611	2677	2043	2082	1807	1434	1242	11285	69.04003155	76.67684129	82.92036044	76.21241109	59	-37.83333333	102	"8.5"	0	-2.15789025008807	-2.11199292086391	-2.07772261964254	0
54256	0.049166667	1610	119.1	145	140	142.1	184.8	124	855	0.475	135.5	160.3	195.5	181.9	108.9	161.4	943.5	0.524166667	48	42	33	52	54	31	260	22	16	23	23	13	18	115	1640	1904	1675	1646	1856	1447	10168	342	381	154	176	105	142	1300	338	244	163	122	129	134	1130	537	551	461	440	442	479	2910	346	185	170	148	88	100	1037	1566	1237	1524	1229	837	967	7360	30.43614329	46.62594629	60.27497046	45.77902001	116.9583333	-2.5	133	"8.7"	0	-2.51528653939451	-2.32934266635506	-2.21723736412507	0
54257	0.113833333	1239	121.8	116.9	97.6	92.9	96.4	110.2	635.8	0.353222222	160.5	116.4	114.8	147	154.3	147.7	840.7	0.467055556	22	46	30	34	36	56	224	62	53	42	40	40	47	284	2250	2717	1979	1812	2175	2419	13352	588	445	459	510	560	557	3119	501	453	440	338	386	319	2437	737	785	658	705	719	754	4358	598	416	451	409	377	306	2557	3644	2609	2211	1892	2437	2083	14876	56.30410563	77.98060656	74.77573757	69.68681659	33.29166667	-20.66666667	95	"8.2"	0	-2.24700776965898	-2.10461346260981	-2.12297962301537	0
54260	0.103833333	605	150.8	152.4	163.8	97.9	173.8	145.6	884.3	0.491277778	210.7	165.3	197.8	193.2	156.3	147.9	1071.2	0.595111111	22	35	30	13	18	16	134	19	26	22	23	27	15	132	1432	1260	1197	875	1118	1036	6918	539	479	368	281	302	264	2233	531	421	473	286	284	263	2258	624	687	521	436	330	240	2838	473	390	361	429	325	194	2172	1761	1418	1290	1089	1583	998	8139	46.4336201	75.11208046	81.37828668	67.64132908	86.29166667	-37.33333333	162	"9.2"	0	-2.33114617324089	-2.12101581976439	-2.08594278492832	0
54261	-0.042166667	425	147.3	134.8	142.3	206.2	128.1	122.7	881.4	0.489666667	181.9	117	108.3	166.9	110.1	121.3	805.5	0.4475	35	25	21	13	13	19	126	33	27	21	20	19	23	143	2328	1465	1404	1067	1279	1273	8816	374	346	408	472	451	424	2475	330	208	161	169	113	137	1118	452	535	531	457	473	452	2900	283	191	200	146	180	155	1155	2374	1772	1502	1202	1246	1355	9451	78.31010453	86.19163763	79.52264808	81.34146341	24.91666667	13	113	"7.9"	0	-2.10276784527239	-2.06077538724606	-2.09604173646414	0
54266	-0.0495	24	143.1	168.5	205.4	176.2	157.7	182.7	1033.6	0.574222222	175.9	173.6	171.7	130.8	150.7	141.8	944.5	0.524722222	23	33	41	39	41	31	208	49	35	43	40	37	30	234	1834	2253	2672	2246	2586	1926	13517	517	631	586	435	522	461	3152	454	408	465	390	386	251	2354	538	473	542	488	580	555	3176	394	386	446	401	443	292	2362	2922	2538	2872	2460	2313	2289	15394	26.24865156	44.78554008	70.28328878	47.10582681	113.3333333	-49.5	79	"8.5"	0	-2.57975153896357	-2.34691280439296	-2.15008478318725	0
54267	0.032555556	-442	157.4	178.4	225.1	146.9	142	150	999.8	0.555444444	159.2	213.9	181.4	212	116.8	175.1	1058.4	0.588	33	22	20	30	15	29	149	42	39	30	21	31	42	205	1757	1182	1065	1273	1044	1187	7508	379	352	388	443	456	316	2334	360	203	305	322	232	223	1645	433	362	238	228	374	257	1892	348	225	188	150	164	145	1220	2899	2151	1818	1300	1246	1797	11211	8.198710771	27.33740883	49.86895863	28.46835941	61.125	14.83333333	109	"8.1"	5	-3.08589822255854	-2.56205377796077	-2.2999985010408	1
54269	0.052722222	367	137.4	111.6	115.2	209.2	144	144.2	861.6	0.478666667	167.6	173.8	154.4	121.6	204.9	134.2	956.5	0.531388889	22	24	23	18	20	21	128	43	47	48	20	24	27	209	1241	1336	1452	923	1286	1202	7440	474	672	625	679	566	504	3520	344	293	215	413	185	201	1651	728	762	682	576	596	543	3887	309	309	292	230	266	242	1648	2465	2869	2427	1820	1303	1294	12178	39.40538376	73.74460805	76.42556832	63.19185338	54.20833333	-14.33333333	81	"8.6"	0	-2.40272970385845	-2.12905517323363	-2.11342945452855	0
54270	0.120888889	322	138.4	122.9	153.9	138.4	144.6	116.3	814.5	0.4525	198.3	161.3	191.1	142.4	191.2	147.8	1032.1	0.573388889	23	21	18	29	20	20	131	27	26	29	17	12	17	128	1754	1544	1422	1443	1379	1215	8757	455	438	382	386	390	388	2439	306	222	211	264	279	174	1456	483	481	554	394	435	414	2761	309	190	192	148	202	141	1182	1459	1182	1146	880	656	878	6201	42.28093593	47.72770101	50.42792085	46.81218593	42.83333333	-40.83333333	111	"8.8"	0	-2.37201527713804	-2.31915173462624	-2.29513334008089	0
54274	0.042222222	-161	157	132.8	146.4	200.1	145.2	144.6	926.1	0.5145	182.9	168.5	160.9	143.4	154.7	191.7	1002.1	0.556722222	27	23	31	27	27	36	171	19	23	19	22	30	26	139	1151	1052	1145	900	1078	1202	6528	222	248	199	156	150	155	1130	276	192	231	273	166	225	1363	174	212	189	140	183	71	969	235	163	227	172	193	141	1131	1147	1093	916	965	1091	1042	6254	38.4871677	62.54969305	64.9436136	55.32682478	58.83333333	-34.66666667	123	"9"	0	-2.4130093465391	-2.20104978712201	-2.1846338862649	0
54276	0.066555556	395	136.2	152.4	105.8	111.9	119.3	174.6	800.2	0.444555556	159.1	151.5	130.2	174.2	148.4	156.6	920	0.511111111	22	29	24	25	20	15	135	28	28	28	16	22	15	137	1316	1333	1142	1142	888	858	6679	365	363	375	312	356	385	2156	302	246	337	230	245	189	1549	508	554	517	366	360	246	2551	253	233	213	173	227	179	1278	1592	1258	1173	1010	1089	844	6966	35.29950854	63.78899452	65.97010957	55.01953754	106.25	-54.5	157	"8.6"	0	-2.45069559073048	-2.19247504901557	-2.17777825700428	0
54277	-0.027833333	-35	163.1	192.8	222.3	214.7	170.5	169.6	1133	0.629444444	203.7	216.8	164.6	166.3	170.8	160.7	1082.9	0.601611111	20	24	25	24	25	28	146	30	31	26	22	33	23	165	1120	1154	1405	1396	1249	2054	8378	349	288	281	279	341	323	1861	240	235	234	207	209	247	1372	368	350	252	297	248	311	1826	308	314	295	301	229	212	1659	2184	1915	1740	1660	1900	1521	10920	27.05117884	33.52731455	36.91546866	32.49798735	66.125	-10.16666667	80	"8"	0	-2.56663739474853	-2.47314271187728	-2.43118542871037	0
54279	0.086166667	939	157.4	105.8	117.2	169.5	170.7	190	910.6	0.505888889	217.9	198.5	165.8	173.1	158	152.4	1065.7	0.592055556	39	33	28	28	37	22	187	34	52	35	39	31	34	225	2483	2159	2074	1944	2023	1813	12496	341	323	265	298	338	301	1866	274	191	237	228	206	197	1333	414	487	480	472	496	456	2805	295	202	207	189	155	125	1173	2279	2722	2133	2079	2009	1837	13059	34.88427608	45.8017644	47.98962117	42.89188722	37.70833333	-7.666666667	99	"8.1"	0	-2.45585263157448	-2.33712407692039	-2.31676349864143	0
54282	0.095944444	867	164.6	157	135.7	115.5	119.2	100.4	792.4	0.440222222	180.1	164.6	180.6	156.3	118.1	165.4	965.1	0.536166667	18	16	19	15	22	18	108	27	28	23	22	22	13	135	1202	1096	1165	1367	1542	1345	7717	354	291	200	171	286	392	1694	276	204	210	250	237	207	1384	442	421	462	405	411	420	2561	381	317	301	308	238	231	1776	2003	1802	1597	1820	1649	1537	10408	51.69329574	72.65507519	79.23088972	67.85975355	31.95833333	-19.33333333	142	"8.5"	0	-2.28431494423415	-2.13556715511293	-2.09765080940935	0
54283	-0.033166667	-1437	147.8	184.7	186.7	143.5	222	166.5	1051.2	0.584	181.5	159.7	140	154.9	176.2	179.2	991.5	0.550833333	26	16	18	28	16	29	133	24	36	24	26	33	17	160	1547	1194	1247	1250	811	1301	7350	404	509	449	501	552	630	3045	304	166	163	204	171	263	1271	343	291	267	389	235	83	1608	224	169	233	289	155	40	1110	1793	1751	1496	1359	1670	1252	9321	39.81241713	47.33390077	64.24680405	50.46437399	63	-5.5	83	"8"	0	-2.39824897199308	-2.32276713822441	-2.18934926648336	0
54284	0.159666667	783	135.7	129.5	155.4	90	163.5	182.3	856.4	0.475777778	155.2	192.2	218.5	199.2	222.5	156.2	1143.8	0.635444444	18	14	21	15	21	15	104	26	15	17	12	13	11	94	1712	1585	1590	1384	1398	1023	8692	209	169	246	248	223	216	1311	197	151	138	122	200	197	1005	305	437	286	369	370	327	2094	220	213	147	267	195	224	1266	1555	893	1356	1038	1001	879	6722	53.47826087	65.42163802	75.80283114	64.90091001	83.41666667	-103	141	"8.2"	0	-2.26949396073792	-2.18142802600059	-2.11700995774059	0
